"","word","tf_idf"
"1","embedded system",0.525789369424307
"2","developer.job type",0.41107168882264
"3","direct client",0.41107168882264
"4","environment ideally",0.41107168882264
"5","infoweb employee",0.41107168882264
"6","net developer.job",0.41107168882264
"7","core java",0.348058308771736
"8","excellent communicator",0.348058308771736
"9","deep learning",0.332484454194782
"10","banking brokerage",0.311847488072348
"11","services banking",0.311847488072348
"12","team environment",0.285044928720832
"13","engineersmiddleware engineersmobile",0.265987563355826
"14","engineersmobile engineersfront",0.265987563355826
"15","engineersplease submit",0.265987563355826
"16","experience:high school",0.265987563355826
"17","global i.t",0.265987563355826
"18","hiring i.t",0.265987563355826
"19","i.t company",0.265987563355826
"20","i.t software",0.265987563355826
"21","indeed.com individuals",0.265987563355826
"22","jee engineersmiddleware",0.265987563355826
"23","prior skills",0.265987563355826
"24","required.java jee",0.265987563355826
"25","school math",0.265987563355826
"26","skills required.java",0.265987563355826
"27","weeks.job type",0.265987563355826
"28","yearrequired experience:high",0.265987563355826
"29","information technology",0.264759151328631
"30","financial services",0.264044234240627
"31","science information",0.234170766181248
"32","aberdeen md",0.231886593694823
"33","databases microsoft",0.215323265573764
"34","dts ssis",0.215323265573764
"35","exp nice",0.215323265573764
"36","expjob type",0.215323265573764
"37","preferred sql",0.215323265573764
"38","programming background",0.215323265573764
"39","scripts stored",0.215323265573764
"40","server certs",0.215323265573764
"41","sql scripts",0.215323265573764
"42","ssis ssrs",0.215323265573764
"43","ssrs strong",0.215323265573764
"44","strong programming",0.215323265573764
"45","understand databases",0.215323265573764
"46","vb migration",0.215323265573764
"47","vb net",0.215323265573764
"48","views dts",0.215323265573764
"49","java developer",0.214690171765744
"50","process automation",0.207898325381565
"51","admired company",0.20553584441132
"52","agile methodologymust",0.20553584441132
"53","company ranked",0.20553584441132
"54","culture fit",0.20553584441132
"55","fit communication",0.20553584441132
"56","framework rest",0.20553584441132
"57","havegood understanding",0.20553584441132
"58","hibernate struts",0.20553584441132
"59","interview.backend core",0.20553584441132
"60","java java",0.20553584441132
"61","key job",0.20553584441132
"62","passion motivation",0.20553584441132
"63","rest soapmust",0.20553584441132
"64","struts framework",0.20553584441132
"65","team culture",0.20553584441132
"66","video interview",0.20553584441132
"67","video interview.backend",0.20553584441132
"68","yearrequired experience:java",0.20553584441132
"69","austin tx",0.196340584435338
"70","stack java",0.191953810563417
"71","signal processing",0.190391097981012
"72","flight software",0.182962543580019
"73","procedures triggers",0.182316256975671
"74","sql server",0.179307737850836
"75","system engineer",0.178076344022749
"76","cloud server",0.170633531209398
"77","system based",0.170633531209398
"78","actively seeking",0.155923744036174
"79","brokerage investments",0.155923744036174
"80","brokerage investmentsexperience",0.155923744036174
"81","building middleware",0.155923744036174
"82","contractrequired experience:solid",0.155923744036174
"83","databasesjob type",0.155923744036174
"84","minneapolis st",0.155923744036174
"85","mn arena",0.155923744036174
"86","nationwide presence.verus",0.155923744036174
"87","opportunities verus",0.155923744036174
"88","paul mn",0.155923744036174
"89","presence.verus consultants",0.155923744036174
"90","provide solid",0.155923744036174
"91","seeking software",0.155923744036174
"92","solid experience",0.155923744036174
"93","solid expertise",0.155923744036174
"94","st paul",0.155923744036174
"95","type contractrequired",0.155923744036174
"96","verus consulting",0.155923744036174
"97","java jee",0.155598922199133
"98","android developmentexperience",0.150726285901635
"99","atlassian suite",0.150726285901635
"100","bamboo jira",0.150726285901635
"101","bitbucket bamboo",0.150726285901635
"102","cd development",0.150726285901635
"103","confluence job",0.150726285901635
"104","creativity drive",0.150726285901635
"105","developing real",0.150726285901635
"106","devops environmentjava",0.150726285901635
"107","dojohtml xhtml",0.150726285901635
"108","enthusiasm.you've earned",0.150726285901635
"109","jee knowledgeexperience",0.150726285901635
"110","messaging technologies",0.150726285901635
"111","offer projects",0.150726285901635
"112","rewards creativity",0.150726285901635
"113","scrum kanban",0.150726285901635
"114","suite bitbucket",0.150726285901635
"115","time systems",0.150726285901635
"116","web messaging",0.150726285901635
"117","xml knowledgefamiliarity",0.150726285901635
"118","applications incumbent",0.150726285901635
"119","commercial cooking",0.150726285901635
"120","cooking equipment",0.150726285901635
"121","dba tasks",0.150726285901635
"122","ddl tuning",0.150726285901635
"123","document test",0.150726285901635
"124","environment.bachelor degree",0.150726285901635
"125","function required.job",0.150726285901635
"126","growing manufacturer",0.150726285901635
"127","including ddl",0.150726285901635
"128","programs applications",0.150726285901635
"129","recovery server",0.150726285901635
"130","server dba",0.150726285901635
"131","sole developer",0.150726285901635
"132","tasks including",0.150726285901635
"133","tuning backup",0.150726285901635
"134","windows environment.bachelor",0.150726285901635
"135","stored procedures",0.149309248377579
"136","cardiac monitoring",0.149167846616458
"137","software engineers",0.143667472668777
"138","crosse wi",0.143548843715843
"139","communication skills",0.143395417989327
"140","digital signal",0.142793323485759
"141","candidate.programming background",0.141305893032783
"142","communication software",0.141305893032783
"143","company information",0.141305893032783
"144","development.required skills:thesis",0.141305893032783
"145","engineering excellenceinfobeyond",0.141305893032783
"146","engineering networks",0.141305893032783
"147","infobeyond strives",0.141305893032783
"148","internshiprequired education:master's",0.141305893032783
"149","languages.your study",0.141305893032783
"150","master ph.d",0.141305893032783
"151","networks security",0.141305893032783
"152","outstanding programmers",0.141305893032783
"153","ph.d candidate.programming",0.141305893032783
"154","professional team",0.141305893032783
"155","programming languages.your",0.141305893032783
"156","relevant areas.great",0.141305893032783
"157","research develop",0.141305893032783
"158","skills:thesis master",0.141305893032783
"159","software development.required",0.141305893032783
"160","strong desire",0.141305893032783
"161","type internshiprequired",0.141305893032783
"162","wireless communication",0.141305893032783
"163","www.nxdrive.com.job type",0.141305893032783
"164","supplied technologies",0.132993781677913
"165","automation tools",0.132022117120314
"166","employment opportunities",0.132022117120314
"167","team actively",0.132022117120314
"168","java jee",0.13166062647619
"169","time operating",0.130687531128585
"170","microsoft sql",0.130001386086714
"171","data scientists",0.129193959344258
"172","agile scrum",0.12762137988297
"173","css xml",0.12762137988297
"174","xhtml css",0.12762137988297
"175","develop code",0.12762137988297
"176","software programs",0.12762137988297
"177","troubleshoot software",0.12762137988297
"178","source community",0.124847002059427
"179","cardiac monitoring",0.121544171317114
"180","data wireless",0.119645043640284
"181","deliver innovative",0.119645043640284
"182","multiple programming",0.119645043640284
"183","demonstrated ability",0.118040561668308
"184","design controls",0.117449053949326
"185","fda design",0.117449053949326
"186","bug fixes",0.115943296847411
"187","mid level",0.115943296847411
"188","santa barbara",0.115943296847411
"189","microsoft corporation",0.115943296847411
"190","backgrounds check",0.115943296847411
"191","company owners",0.115943296847411
"192","datamodels sqlcyone",0.115943296847411
"193","defense agencies",0.115943296847411
"194","defense solutions.a",0.115943296847411
"195","docker datamodels",0.115943296847411
"196","elasticsearch docker",0.115943296847411
"197","engineering backgrounds",0.115943296847411
"198","existing defense",0.115943296847411
"199","healthcare benefits",0.115943296847411
"200","http www.cyone.com",0.115943296847411
"201","including mongo",0.115943296847411
"202","integration engineer",0.115943296847411
"203","java mongodb",0.115943296847411
"204","location:aberdeen mdrequired",0.115943296847411
"205","mdrequired education:bachelor'srequired",0.115943296847411
"206","mongodb elasticsearch",0.115943296847411
"207","notch healthcare",0.115943296847411
"208","ongoing projects",0.115943296847411
"209","owners actively",0.115943296847411
"210","progressive company",0.115943296847411
"211","provider company",0.115943296847411
"212","required.specific skills",0.115943296847411
"213","solutions.a security",0.115943296847411
"214","strong engineering",0.115943296847411
"215","timejob location:aberdeen",0.115943296847411
"216","us.job type",0.115943296847411
"217","website http",0.115943296847411
"218","basic visual",0.115943296847411
"219","bootstrap reactjs",0.115943296847411
"220","company seeks",0.115943296847411
"221","current applications",0.115943296847411
"222","grows.salary ranging",0.115943296847411
"223","innovative individual",0.115943296847411
"224","jquery bootstrap",0.115943296847411
"225","position developing",0.115943296847411
"226","preferred bachelors",0.115943296847411
"227","preferred:javascript html",0.115943296847411
"228","reactjs sql",0.115943296847411
"229","related required.skills",0.115943296847411
"230","required.skills required:asp.net",0.115943296847411
"231","seeks creative",0.115943296847411
"232","server reportingwe're",0.115943296847411
"233","server skills",0.115943296847411
"234","skills preferred:javascript",0.115943296847411
"235","software team",0.115943296847411
"236","studio sql",0.115943296847411
"237","team grows.salary",0.115943296847411
"238","ci cd",0.114105876279364
"239","jira confluence",0.114105876279364
"240","required.job type",0.114105876279364
"241","server administration",0.114105876279364
"242","software enhancements",0.11344122656264
"243","technical leadership",0.113044714426226
"244","kurogo android",0.111191522386452
"245","heron systems",0.111191522386452
"246","lexington park",0.111191522386452
"247","ability learn",0.110287526269489
"248","address technical",0.110287526269489
"249","developing windows",0.110287526269489
"250","development platforms:specifically",0.110287526269489
"251","education:bachelor'srequired experience:developing",0.110287526269489
"252","experience:developing windows",0.110287526269489
"253","framework.additional experience",0.110287526269489
"254","house application",0.110287526269489
"255","jetro restaurant",0.110287526269489
"256","microsoft development",0.110287526269489
"257","ms platform",0.110287526269489
"258","ms sqlc",0.110287526269489
"259","negotiable.required education:bachelor'srequired",0.110287526269489
"260","net framework.additional",0.110287526269489
"261","platform development",0.110287526269489
"262","platforms:specifically ms",0.110287526269489
"263","position.requirements required",0.110287526269489
"264","positions require",0.110287526269489
"265","require strong",0.110287526269489
"266","restaurant depot",0.110287526269489
"267","retail wholesale",0.110287526269489
"268","sqlc ideal",0.110287526269489
"269","technical challenges",0.110287526269489
"270","versatile developers",0.110287526269489
"271","wholesale businesspos",0.110287526269489
"272","existing systems",0.108958760892748
"273","attain public",0.108958760892748
"274","public trust",0.108958760892748
"275","madcap software",0.107661632786882
"276","financial products",0.107661632786882
"277","visa sponsorship",0.107661632786882
"278","solving skills",0.106974259011904
"279","architectures including",0.105157873884861
"280","based designsexperienced",0.105157873884861
"281","charlottesville va",0.105157873884861
"282","communication systems.responsibilities",0.105157873884861
"283","computer scienceexperienced",0.105157873884861
"284","design.this individual",0.105157873884861
"285","device tree",0.105157873884861
"286","education:bachelor'srequired experience:fpga",0.105157873884861
"287","engineer role",0.105157873884861
"288","engineer:bs ms",0.105157873884861
"289","firmware integration",0.105157873884861
"290","fpgadevelop test",0.105157873884861
"291","kernel module",0.105157873884861
"292","light communication",0.105157873884861
"293","linuxjob type",0.105157873884861
"294","module development",0.105157873884861
"295","os based",0.105157873884861
"296","perform testingsupport",0.105157873884861
"297","phd degree",0.105157873884861
"298","pl interfacing",0.105157873884861
"299","proper partitioning",0.105157873884861
"300","ps pl",0.105157873884861
"301","similar architectures",0.105157873884861
"302","system design.this",0.105157873884861
"303","system engineer:bs",0.105157873884861
"304","system engineer:implement",0.105157873884861
"305","test environments",0.105157873884861
"306","understanding similar",0.105157873884861
"307","visible light",0.105157873884861
"308","zynq soc",0.105157873884861
"309","quality control",0.103949162690783
