"","word","tf_idf"
"1","nicopure labs",0.234194033671033
"2","creative artistic",0.169140135429079
"3","erp solution",0.120575146048452
"4","email marketing",0.0971656097145773
"5","user centered",0.0853604421791614
"6","websites microsites",0.0845700677145395
"7","analytics product",0.0845700677145395
"8","appealing eye",0.0845700677145395
"9","approved prototypes",0.0845700677145395
"10","artistic initiative",0.0845700677145395
"11","artistic resource",0.0845700677145395
"12","client approved",0.0845700677145395
"13","coding skills",0.0845700677145395
"14","creative direction",0.0845700677145395
"15","cssjob type",0.0845700677145395
"16","demo design",0.0845700677145395
"17","design javascript",0.0845700677145395
"18","eye grabbing",0.0845700677145395
"19","grabbing unique",0.0845700677145395
"20","healthcare data",0.0845700677145395
"21","html cssjob",0.0845700677145395
"22","javascript html",0.0845700677145395
"23","personal creative",0.0845700677145395
"24","primary function",0.0845700677145395
"25","product demo",0.0845700677145395
"26","product design",0.0845700677145395
"27","product development",0.0845700677145395
"28","product stand",0.0845700677145395
"29","resource's personal",0.0845700677145395
"30","sr director",0.0845700677145395
"31","type contract",0.0845700677145395
"32","ui designer",0.0845700677145395
"33","unique design",0.0845700677145395
"34","web front",0.0845700677145395
"35","medical imaging",0.0817869654665557
"36","medical imaging",0.0817869654665557
"37","management skillsmust",0.0790785048759331
"38","marketing agency",0.0790785048759331
"39","cost covered",0.0780646778903442
"40","employee premium",0.0780646778903442
"41","premium cost",0.0780646778903442
"42","education week",0.0748653058456579
"43","design user",0.0742566448225225
"44","data analytics",0.0653159793656522
"45","management experience",0.0647770731430515
"46","madcap software",0.0638711000920998
"47","web developer",0.0610746820042462
"48","solution provider",0.0602875730242262
"49","language barriers",0.0602875730242262
"50","actionable plans",0.0585485084177581
"51","business partner",0.0585485084177581
"52","class responsive",0.0585485084177581
"53","commerce site",0.0585485084177581
"54","commerce team",0.0585485084177581
"55","consistent quality",0.0585485084177581
"56","consumer business",0.0585485084177581
"57","corporate hq",0.0585485084177581
"58","create actionable",0.0585485084177581
"59","delivering premium",0.0585485084177581
"60","designers ux",0.0585485084177581
"61","designing site",0.0585485084177581
"62","developer plays",0.0585485084177581
"63","enhancements designing",0.0585485084177581
"64","growth nicopure",0.0585485084177581
"65","halo evo",0.0585485084177581
"66","harm reduction.what",0.0585485084177581
"67","hq office",0.0585485084177581
"68","identifying opportunities",0.0585485084177581
"69","include building",0.0585485084177581
"70","labs nicopure",0.0585485084177581
"71","labs offer",0.0585485084177581
"72","leading halo",0.0585485084177581
"73","liquid brands",0.0585485084177581
"74","offer growth",0.0585485084177581
"75","office based",0.0585485084177581
"76","partner employee",0.0585485084177581
"77","pivotal role",0.0585485084177581
"78","promoting tobacco",0.0585485084177581
"79","providing consistent",0.0585485084177581
"80","responsibilities include",0.0585485084177581
"81","site enhancements",0.0585485084177581
"82","site refreshes",0.0585485084177581
"83","specifications responsibilities",0.0585485084177581
"84","talented front",0.0585485084177581
"85","tasting american",0.0585485084177581
"86","team deliver",0.0585485084177581
"87","technical specifications",0.0585485084177581
"88","tobacco harm",0.0585485084177581
"89","tremendous amount",0.0585485084177581
"90","tremendous opportunity",0.0585485084177581
"91","trinity fl",0.0585485084177581
"92","ux team",0.0585485084177581
"93","vaping industry",0.0585485084177581
"94","visual usability",0.0585485084177581
"95","web experiences.what",0.0585485084177581
"96","business goals",0.0569069614527743
"97","application designer",0.0558627970224481
"98","app technology",0.0520431185935628
"99","design team",0.0500292607907123
"100","multimedia journalism",0.0499102038971053
"101","creating user",0.0479872501461934
"102","enterprise wide",0.0479872501461934
"103","web designer",0.0478502495669339
"104","web application",0.0465618862804649
"105","christian content",0.0464812585911973
"106","ideal candidate",0.0460618910167648
"107","industry leading",0.0452187549454515
"108","responsive web",0.0452187549454515
"109","web developer",0.0439509393862332
"110","creating user",0.04314450013144
"111","enterprise wide",0.04314450013144
"112","accurate timesheets",0.0422850338572698
"113","active role",0.0422850338572698
"114","aesthetics guidelineswhat",0.0422850338572698
"115","archive files",0.0422850338572698
"116","art directorassist",0.0422850338572698
"117","benefit packagesjob",0.0422850338572698
"118","client presentations",0.0422850338572698
"119","color theory.responsibilities",0.0422850338572698
"120","creative directorpartner",0.0422850338572698
"121","criteria highly",0.0422850338572698
"122","daily basisskills",0.0422850338572698
"123","design related",0.0422850338572698
"124","designa portfolio",0.0422850338572698
"125","designer focused",0.0422850338572698
"126","detail orientedability",0.0422850338572698
"127","digital art",0.0422850338572698
"128","disciplinary environmentrequirements",0.0422850338572698
"129","entrepreneurial environment",0.0422850338572698
"130","environmentrequirements bfa",0.0422850338572698
"131","experience:web digital",0.0422850338572698
"132","experienceproven ability",0.0422850338572698
"133","experiences websites",0.0422850338572698
"134","fringe benefit",0.0422850338572698
"135","highly entrepreneurial",0.0422850338572698
"136","highly organized",0.0422850338572698
"137","individual initiative",0.0422850338572698
"138","internal practicesan",0.0422850338572698
"139","job archive",0.0422850338572698
"140","job experienceproven",0.0422850338572698
"141","jobskeep accurate",0.0422850338572698
"142","largethe opportunity",0.0422850338572698
"143","layout typography",0.0422850338572698
"144","maintain templates",0.0422850338572698
"145","managestrong knowledge",0.0422850338572698
"146","meet deadlinesfoundation",0.0422850338572698
"147","microsites process",0.0422850338572698
"148","microsites tablets",0.0422850338572698
"149","minimal structureflexibility",0.0422850338572698
"150","mockups build",0.0422850338572698
"151","multi disciplinary",0.0422850338572698
"152","neededmaintain proper",0.0422850338572698
"153","notable clientsopportunities",0.0422850338572698
"154","packagesjob type",0.0422850338572698
"155","pixel precision",0.0422850338572698
"156","practicesan environment",0.0422850338572698
"157","process typography",0.0422850338572698
"158","production designer",0.0422850338572698
"159","proper job",0.0422850338572698
"160","prototyping tools",0.0422850338572698
"161","push web",0.0422850338572698
"162","related profession",0.0422850338572698
"163","shaping internal",0.0422850338572698
"164","sketch photoshop",0.0422850338572698
"165","slice psdsbe",0.0422850338572698
"166","strong foundation",0.0422850338572698
"167","theory.responsibilities report",0.0422850338572698
"168","ui designa",0.0422850338572698
"169","usescomprehensive fringe",0.0422850338572698
"170","web digital",0.0422850338572698
"171","design development",0.0419888438779192
"172","photoshop illustrator",0.0398634590358145
"173","development team",0.0398634590358145
"174","ux design",0.0398634590358145
"175","ux ui",0.0398634590358145
"176","agency youll",0.0395392524379665
"177","applicants:full time",0.0395392524379665
"178","assurance tasks",0.0395392524379665
"179","branding savants",0.0395392524379665
"180","communication skillsmust",0.0395392524379665
"181","creative marketing",0.0395392524379665
"182","crm systemsbonus",0.0395392524379665
"183","customer experience",0.0395392524379665
"184","design experts",0.0395392524379665
"185","design yearhtml",0.0395392524379665
"186","design yearweb",0.0395392524379665
"187","designerdesired education",0.0395392524379665
"188","developer designer",0.0395392524379665
"189","developer designerdesired",0.0395392524379665
"190","developing scalable",0.0395392524379665
"191","development experienceother",0.0395392524379665
"192","driven development",0.0395392524379665
"193","driven totally",0.0395392524379665
"194","education level:bs",0.0395392524379665
"195","excellent communication",0.0395392524379665
"196","excellent project",0.0395392524379665
"197","excellent time",0.0395392524379665
"198","experience developing",0.0395392524379665
"199","experience level",0.0395392524379665
"200","experienceother skills",0.0395392524379665
"201","fieldjob type",0.0395392524379665
"202","gurus design",0.0395392524379665
"203","java angular",0.0395392524379665
"204","javascript java",0.0395392524379665
"205","jquery sql",0.0395392524379665
"206","marketing gurus",0.0395392524379665
"207","media mavens",0.0395392524379665
"208","monthrequired education:bachelor'srequired",0.0395392524379665
"209","perform quality",0.0395392524379665
"210","permanent position",0.0395392524379665
"211","php nodejsexperience",0.0395392524379665
"212","points:demonstrated design",0.0395392524379665
"213","quality assurance",0.0395392524379665
"214","region applicants:full",0.0395392524379665
"215","related fieldjob",0.0395392524379665
"216","restful apisexperience",0.0395392524379665
"217","results driven",0.0395392524379665
"218","sacramento region",0.0395392524379665
"219","savants marketing",0.0395392524379665
"220","scalable secure",0.0395392524379665
"221","secure restful",0.0395392524379665
"222","senior web",0.0395392524379665
"223","sensibilities test",0.0395392524379665
"224","skills required:must",0.0395392524379665
"225","sql php",0.0395392524379665
"226","stack web",0.0395392524379665
"227","systemsbonus points:demonstrated",0.0395392524379665
"228","test driven",0.0395392524379665
"229","time temporary",0.0395392524379665
"230","timesalary monthrequired",0.0395392524379665
"231","totally integrated",0.0395392524379665
"232","ui sensibilities",0.0395392524379665
"233","yearhtml yearcss",0.0395392524379665
"234","yearweb design",0.0395392524379665
"235","creative design",0.0380565304715428
"236","address existing",0.0371283224112613
"237","authoring functional",0.0371283224112613
"238","centric design",0.0371283224112613
"239","color scheme",0.0371283224112613
"240","communication interpersonal",0.0371283224112613
"241","computer interactionexperience",0.0371283224112613
"242","content preferredjob",0.0371283224112613
"243","contentwrites recommendations",0.0371283224112613
"244","customer education",0.0371283224112613
"245","database applicationsindependent",0.0371283224112613
"246","datarequirements degree",0.0371283224112613
"247","design conceptsknowledge",0.0371283224112613
"248","design fine",0.0371283224112613
"249","design principlesgenerates",0.0371283224112613
"250","design prototyping",0.0371283224112613
"251","designs layouts",0.0371283224112613
"252","designsdetermines visual",0.0371283224112613
"253","education:bachelor'srequired experience:user",0.0371283224112613
"254","evaluates interfaces",0.0371283224112613
"255","evangelizes user",0.0371283224112613
"256","existing interface",0.0371283224112613
"257","experience include",0.0371283224112613
"258","experience:user interface",0.0371283224112613
"259","fine arts",0.0371283224112613
"260","functional interaction",0.0371283224112613
"261","graphic elements",0.0371283224112613
"262","graphic sketches",0.0371283224112613
"263","guidelines standards",0.0371283224112613
"264","human factors",0.0371283224112613
"265","iconographyproduces graphic",0.0371283224112613
"266","improved customer",0.0371283224112613
"267","include portfolio",0.0371283224112613
"268","including color",0.0371283224112613
"269","industry experience",0.0371283224112613
"270","interaction requirements",0.0371283224112613
"271","management skillsexcellent",0.0371283224112613
"272","management skillsinnate",0.0371283224112613
"273","navigation content",0.0371283224112613
"274","opportunitiesproactively seeks",0.0371283224112613
"275","organization communication",0.0371283224112613
"276","people perceive",0.0371283224112613
"277","previous projects",0.0371283224112613
"278","principles patterns",0.0371283224112613
"279","principlesgenerates graphic",0.0371283224112613
"280","projects experience",0.0371283224112613
"281","prototyping toolsknowledge",0.0371283224112613
"282","related contentwrites",0.0371283224112613
"283","requirements specificationsworks",0.0371283224112613
"284","responsibilities evaluates",0.0371283224112613
"285","scheme typography",0.0371283224112613
"286","senior designer",0.0371283224112613
"287","siteconceives documents",0.0371283224112613
"288","sketches designs",0.0371283224112613
"289","skillsexcellent organization",0.0371283224112613
